 planet number, system id,  a [AU],   M [Mearth],  R [Rearth],  ecc,   inc,  stellar [Fe/H]      
           6928             408     0.51261         0.57900         0.82066         0.11946E-04     0.17051E-05     0.53806E-01
           6929             408      4.3057          1.4136          1.7119         0.16491E-04     0.24022E-03     0.53806E-01
           6930             408      8.3732         0.34443          1.0295         0.56774E-05     0.21411E-02     0.53806E-01
           6931             408      2.5400          1.3815          1.6053         0.17615E-04     0.91595E-03     0.53806E-01
           6932             408     0.95160          1.1656          1.6031         0.23456E-04     0.30335E-05     0.53806E-01
           6933             408      5.5638          1.0144          1.4701         0.31388E-04     0.64243E-02     0.53806E-01
           6934             408      21.028         0.10983         0.83339         0.46476E-04     0.39821E-02     0.53806E-01
           6935             408      1.2228         0.96939          1.5651         0.14740E-04     0.11494E-03     0.53806E-01
           6936             408      2.2577         0.78179          1.1565         0.16916E-04     0.27496E-02     0.53806E-01
           6937             408     0.37936          1.0684         0.98951         0.14369E-03     0.14901E-07     0.53806E-01
           6938             408     0.23661          1.0944         0.98880         0.92722E-05      0.0000         0.53806E-01
           6939             408      3.9550          2.0852          1.9279         0.10171E-03     0.50332E-03     0.53806E-01
           6940             408      7.1468         0.34554         0.97522         0.57400E-04     0.83682E-02     0.53806E-01
           6941             408      19.963         0.11254         0.81409         0.50077E-04     0.13909E-02     0.53806E-01
           6942             408     0.78476E-01     0.24261         0.61709         0.13188E-05     0.49422E-07     0.53806E-01
           6943             408      14.606         0.16370         0.89552         0.36573E-04     0.10233E-02     0.53806E-01
           6944             409      5.9460          1.2993          1.6226         0.22116E-04     0.21935E-02    -0.63921E-01
           6945             409     0.92491E-01     0.24490         0.62063         0.51405E-02      0.0000        -0.63921E-01
           6946             409      2.5953         0.36202         0.94352         0.12562E-01     0.54374E-02    -0.63921E-01
           6947             409      1.3202         0.65685          1.3385         0.16214E-04     0.11987E-04    -0.63921E-01
           6948             409     0.55128E-01     0.14850         0.56476         0.31639E-05      0.0000        -0.63921E-01
           6949             409      39.014         0.10342          1.0178         0.75440E-04     0.42276E-02    -0.63921E-01
           6950             409      31.342         0.11725          1.3208         0.64109E-04     0.11658E-02    -0.63921E-01
           6951             409      4.4650          1.8846          1.9890         0.18985E-04     0.72334E-04    -0.63921E-01
           6952             409      4.1211          2.6200          2.1743         0.22754E-02     0.49731E-03    -0.63921E-01
           6953             409      15.086         0.21409         0.93977         0.25137E-02     0.95296E-02    -0.63921E-01
           6954             409      9.4527         0.33342          1.0234         0.13969E-01     0.81921E-02    -0.63921E-01
           6955             409     0.75467          1.2249          1.6824         0.52058E-05     0.14901E-07    -0.63921E-01
           6956             409     0.14763          1.3698          1.0557         0.53386E-04      0.0000        -0.63921E-01
           6957             409      1.1095          1.1942          1.5927         0.16430E-04     0.16730E-05    -0.63921E-01
           6958             409      14.248         0.22409         0.98905         0.38048E-04     0.54225E-02    -0.63921E-01
